date,canopy_height,tower_height
10/19/16,0.1,2.5
11/16/16,0.1016,2.5
12/6/16,0.0959556,2.5
3/9/17,0.3031067,2.5
3/28/17,0.5672667,2.5
4/11/17,0.8212667,2.5
4/25/17,1.0668,2.5
3/14/18,0.188806667,2.5
3/29/18,0.30988,2.5
4/12/18,0.353906667,2.5
5/1/18,0.399626667,2.5
5/16/18,0.610446667,2.5
